App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Sentiment_Polarity,Apple_Store_Rating,Apple_Store_Reviews,Apple_Store_Price
Monster Fishing 2018,SPORTS,4.4,32881,76.0,1000000,Free,0.0,Everyone,Sports,2018-08-07,0.0.80,4.1 and up,0.0,,,
Call Blocker & Blacklist,COMMUNICATION,4.0,6,4.2,1000,Free,0.0,Everyone,Communication,2018-07-13,3.1.0,4.0 and up,0.0,,,
Panera Bread,FOOD_AND_DRINK,4.2,10225,36.0,1000000,Free,0.0,Everyone,Food & Drink,2018-08-06,4.4.2,5.0 and up,0.0,,,
IHOP®,FOOD_AND_DRINK,4.2,441,24.0,100000,Free,0.0,Everyone,Food & Drink,2018-04-03,2.2.0,4.1 and up,0.0,,,
Starbucks,FOOD_AND_DRINK,4.5,455496,35.0,10000000,Free,0.0,Everyone,Food & Drink,2018-08-01,4.11.1,4.4 and up,0.0,,,
myGrow,PRODUCTIVITY,4.6,84,23.0,1000,Paid,4.29,Mature 17+,Productivity,2016-04-29,2.3.9,3.2 and up,0.0,,,
Dr. Parking 4,GAME,4.4,475369,13.0,50000000,Free,0.0,Everyone,Racing,2018-03-06,1.14,4.0.3 and up,0.0,,,
Dr. Driving 2,GAME,4.6,358633,19.0,10000000,Free,0.0,Everyone,Racing,2018-05-03,1.32,4.0.3 and up,0.0,,,
dr.fone - Recovery & Transfer wirelessly & Backup,TOOLS,3.7,23347,7.6,5000000,Free,0.0,Everyone,Tools,2018-05-28,3.2.0.169,2.3 and up,0.0,,,
Dr. Truck Driver : Real Truck Simulator 3D,FAMILY,4.1,1626,96.0,100000,Free,0.0,Everyone 10+,Simulation,2018-07-05,1.8,4.1 and up,0.0,,,
Dr. Cares - Pet Rescue 911 🐶,FAMILY,4.2,14432,35.0,500000,Free,0.0,Everyone,Casual,2017-09-21,1.5,4.0.3 and up,0.0,,,
Dr. Parker : Parking Simulator,GAME,4.5,14253,81.0,1000000,Free,0.0,Everyone,Racing,2018-01-18,3.1,4.0 and up,0.0,,,
Dr. Parker : Real car parking simulation,GAME,4.6,15829,95.0,1000000,Free,0.0,Everyone,Racing,2018-07-24,1.29,4.0 and up,0.0,,,
Dr. Battery - Fast Charger - Super Cleaner 2018,TOOLS,4.5,101738,10.0,1000000,Free,0.0,Everyone,Tools,2018-07-26,2.2.82,4.0 and up,0.0,,,
"Dr. Safety - Antivirus, Booster, Cleaner, AppLock",TOOLS,4.4,372553,21.0,10000000,Free,0.0,Everyone,Tools,2018-08-06,3.0.1114,4.1 and up,0.0,,,
DR TV,VIDEO_PLAYERS,3.3,6716,4.7,500000,Free,0.0,Mature 17+,Video Players & Editors,2018-06-25,3.0.6,4.4 and up,0.0,,,
Real Car Dr Parking Master: Parking Games 2018,FAMILY,4.2,3345,27.0,1000000,Free,0.0,Everyone,Simulation,2018-05-12,1.0,4.1 and up,0.0,,,
Doctor Kids,FAMILY,4.2,200450,25.0,10000000,Free,0.0,Everyone,Casual;Pretend Play,2018-07-26,1.39,4.1 and up,0.0,,,
Dr. Rocket,GAME,4.0,42182,3.4,1000000,Free,0.0,Everyone,Arcade,2018-01-06,1.11,4.1 and up,0.0,,,
Dr. Muscle,HEALTH_AND_FITNESS,4.0,87,33.0,10000,Free,0.0,Everyone,Health & Fitness,2018-07-28,2.5,4.0.3 and up,0.0,,,
Dr. Dominoes,GAME,4.0,2700,5.7,500000,Free,0.0,Everyone,Board,2018-01-03,1.06,4.1 and up,0.0,,,
Dr. Sudoku,FAMILY,3.5,2310,3.1,500000,Free,0.0,Everyone,Puzzle,2018-01-04,1.06,4.1 and up,0.0,,,
Dr. Unblock,FAMILY,3.9,3847,4.3,1000000,Free,0.0,Everyone,Puzzle,2018-01-03,1.05,4.1 and up,0.0,,,
Dr. Gomoku,GAME,3.9,85317,4.5,5000000,Free,0.0,Everyone,Board,2018-01-15,1.54,4.0.3 and up,0.0,,,
Dr. Panda Farm,FAMILY,4.1,265,46.0,10000,Paid,2.99,Everyone,Education;Pretend Play,2016-07-21,1.0,4.0 and up,0.0,,,
DR.MEEP,FAMILY,4.4,54,33.0,500,Paid,2.99,Everyone,Puzzle,2018-06-29,1.2,4.1 and up,0.0,,,
Dr. Panda Art Class,FAMILY,4.2,1013,58.0,50000,Paid,2.99,Everyone,Education;Creativity,2017-04-26,1.7,4.0 and up,0.0,,,
Dr. Panda's Swimming Pool,FAMILY,4.4,2311,9.3,100000,Paid,1.99,Everyone,Casual;Pretend Play,2015-01-15,1.01,4.0 and up,0.0,,,
Dr. Pixel: Pill mania Classic,FAMILY,4.3,2419,6.2,100000,Free,0.0,Everyone,Puzzle,2018-03-31,1.2.7,4.0 and up,0.0,,,
Dr. Chess,GAME,4.1,97209,6.7,1000000,Free,0.0,Everyone,Board,2018-01-14,1.41,4.0.3 and up,0.0,,,
Super Dr. Parking 3D,FAMILY,4.0,4518,41.0,1000000,Free,0.0,Everyone,Simulation,2017-12-17,3.3,4.1 and up,0.0,,,
Dr Dre - Beatmaker,GAME,4.3,146,6.0,10000,Free,0.0,Mature 17+,Music,2018-02-28,5.3.8,4.0 and up,0.0,,,
Dr. Panda & Toto's Treehouse,FAMILY,4.4,3397,9.5,50000,Paid,3.99,Everyone,Casual;Pretend Play,2014-12-09,1.8,4.0 and up,0.180236682925485,,,
Dr. Cares - Amy's Pet Clinic 🐈 🐕,FAMILY,4.5,3580,60.0,100000,Free,0.0,Everyone,Casual,2018-04-30,1.8,4.4 and up,0.0,,,
Dr. Splorchy Presents Space Heroes,GAME,4.6,18,31.0,100,Paid,4.99,Mature 17+,Adventure,2018-07-23,1.0,7.0 and up,0.0,,,
Pet Vet Dr - Animals Hospital,FAMILY,3.7,11748,36.0,1000000,Free,0.0,Teen,Casual,2016-10-31,1.3,4.0.3 and up,0.0,,,
Dr.Android Repair Master 2017,PRODUCTIVITY,3.8,1205,4.3,100000,Free,0.0,Everyone,Productivity,2018-06-10,2,4.0 and up,0.0,,,
DR CONTROL,FAMILY,3.4,267,1.5,10000,Free,0.0,Everyone,Entertainment,2017-03-08,2.1.0,4.0.3 and up,0.0,,,
Dr Driving Racer,GAME,4.3,183,68.0,10000,Free,0.0,Everyone,Racing,2018-06-14,2.1,4.1 and up,0.0,,,
Dr. McDougall Mobile Cookbook,HEALTH_AND_FITNESS,3.8,76,1.2,1000,Paid,4.99,Everyone,Health & Fitness,2015-01-26,1.1,2.2 and up,0.0,,,
Dr. Seuss's ABC,FAMILY,4.7,429,12.0,10000,Paid,3.99,Everyone,Books & Reference;Education,2018-02-26,2.05,4.0.3 and up,0.0,,,
Dr. Booster - Boost Game Speed,TOOLS,4.4,138872,22.0,10000000,Free,0.0,Everyone,Tools,2018-05-15,2.0.1077,4.1 and up,0.0,,,
Dr. Panda Hospital,FAMILY,4.4,1091,45.0,50000,Paid,2.99,Everyone,Education;Pretend Play,2013-12-05,1.6,2.0.1 and up,0.0,,,
Dr. Panda Café Freemium,FAMILY,4.1,11788,62.0,1000000,Free,0.0,Everyone,Educational;Pretend Play,2017-08-10,1.01,4.0 and up,0.0,,,
Dr. Panda Ice Cream Truck Free,FAMILY,4.4,23022,80.0,1000000,Free,0.0,Everyone,Role Playing;Pretend Play,2018-08-02,2.16,4.1 and up,0.0,,,
Dr. Doug's Tips,BOOKS_AND_REFERENCE,4.0,22,34.0,1000,Free,0.0,Everyone,Books & Reference,2016-09-01,1.1,2.3 and up,0.0,,,
Dr. 2048,FAMILY,3.9,1985,3.5,500000,Free,0.0,Everyone,Puzzle,2017-12-30,1.05,4.1 and up,0.0,,,
Dr. Panda Restaurant 2,FAMILY,4.3,3725,67.0,100000,Paid,2.99,Everyone,Educational;Pretend Play,2016-02-17,1.96,4.0 and up,0.0,,,
Dr. Panda Supermarket,FAMILY,4.2,1357,58.0,50000,Paid,2.99,Everyone,Educational;Pretend Play,2016-02-16,1.6,4.0 and up,0.0,,,
Dr. Shogi,GAME,3.3,19291,5.1,1000000,Free,0.0,Everyone,Board,2018-01-02,1.24,4.1 and up,0.0,,,
DR Sebi's Alkaline List,FAMILY,4.0,68,5.5,5000,Free,0.0,Everyone,Education,2017-04-05,0.1,2.3 and up,0.0,,,
DraStic DS Emulator,GAME,4.6,87766,12.0,1000000,Paid,4.99,Everyone,Action,2016-07-19,r2.5.0.3a,2.3 and up,0.0,4.79,26088.0,0.0
NDS Emulator - For Android 6,GAME,4.1,14002,19.0,1000000,Free,0.0,Everyone,Arcade,2018-07-26,pb1.0.0.1,4.0.3 and up,0.0,,,
Free DS Emulator,GAME,4.1,22896,19.0,1000000,Free,0.0,Everyone,Arcade,2018-07-26,pb1.0.0.1,4.0.3 and up,0.0,,,
nds4droid,GAME,3.4,107778,8.8,10000000,Free,0.0,Everyone,Arcade,2016-02-12,47,2.3.3 and up,0.0,,,
MegaNDS (NDS Emulator),GAME,3.4,2218,11.0,500000,Free,0.0,Everyone,Arcade,2017-10-18,2.0,4.0 and up,0.0,,,
DS file,PRODUCTIVITY,4.1,10676,12.0,1000000,Free,0.0,Everyone,Productivity,2018-05-23,4.11.0,4.1 and up,0.0,,,
DS finder,TOOLS,4.0,2596,32.0,500000,Free,0.0,Everyone,Tools,2018-07-19,2.0.1,5.0 and up,0.0,,,
DS get,TOOLS,3.4,71852,22.0,5000000,Free,0.0,Everyone,Tools,2018-05-23,1.12.0,4.1 and up,0.0,,,
DS cloud,TOOLS,3.2,4908,38.0,500000,Free,0.0,Everyone,Tools,2018-05-23,2.8.0,4.0 and up,0.0,,,
DS note,PRODUCTIVITY,3.9,2046,60.0,100000,Free,0.0,Everyone,Productivity,2018-06-11,1.10.1,4.4 and up,0.0,,,
DS cam,PRODUCTIVITY,3.6,3227,35.0,500000,Free,0.0,Everyone,Productivity,2018-07-26,3.0.1,4.1 and up,0.0,,,
DS router,TOOLS,3.8,253,15.0,50000,Free,0.0,Everyone,Tools,2018-06-13,1.1.8,4.1 and up,0.0,,,
EmuBox - Fast Retro Emulator,GAME,3.9,1576,43.0,50000,Free,0.0,Everyone,Arcade,2018-08-05,2.1.1,4.1 and up,0.0,,,
DS Creator 2.0,TOOLS,1.0,2,4.4,500,Free,0.0,Everyone,Tools,2018-03-23,2.0.180226.1,4.0 and up,0.0,,,
DS App Manager,TOOLS,4.6,14,2.1,1000,Free,0.0,Everyone,Tools,2015-03-21,1.0,2.3 and up,0.0,,,
DS,FAMILY,4.9,15,23.0,100,Free,0.0,Everyone,Casual,2016-01-19,1,2.3 and up,0.0,,,
DS Connector 2.0,TOOLS,2.6,5,636.0,500,Free,0.0,Everyone,Tools,2018-03-23,2.0.180226.1,4.2 and up,0.0,,,
DS Barometer - Altimeter and Weather Information,WEATHER,3.9,2962,4.2,100000,Free,0.0,Everyone,Weather,2018-07-09,3.67,2.3.3 and up,0.0,,,
DS-L4 Viewer,PHOTOGRAPHY,3.5,13,7.9,1000,Free,0.0,Everyone,Photography,2018-01-29,1.2.0.9,5.0 and up,0.0,,,
DS Tower Defence,GAME,3.2,768,1.4,100000,Free,0.0,Everyone,Arcade,2013-06-05,1.0,1.5 and up,0.0,,,
NDS-controller,TOOLS,3.3,35,916.0,1000,Free,0.0,Everyone,Tools,2017-10-23,0.2,2.2 and up,0.0,,,
RetroArch,GAME,3.8,21423,84.0,1000000,Free,0.0,Everyone,Action,2018-05-04,1.7.3,2.3 and up,0.0,,,
DS Speedometer & Odometer,MAPS_AND_NAVIGATION,3.9,22382,6.6,1000000,Free,0.0,Everyone,Maps & Navigation,2018-03-22,6.93,2.3.3 and up,0.0,,,
MegaN64 (N64 Emulator),FAMILY,4.6,877576,12.0,10000000,Free,0.0,Everyone,Casual,2016-05-14,6.0,2.0 and up,0.0,,,
DS-20000S,PRODUCTIVITY,1.8,12,14.0,1000,Free,0.0,Everyone,Productivity,2018-08-03,1.2.2,4.1 and up,0.0,,,
Learn DS [BETA],FAMILY,4.3,9,5.0,500,Free,0.0,Everyone,Education,2017-02-12,0.5,4.0 and up,0.0,,,
Deep Sleep Battery Saver Pro,TOOLS,3.9,1417,2.9,10000,Paid,3.28,Everyone,Tools,2017-08-15,5.1,4.1 and up,0.0,,,
DS-Students,FAMILY,4.8,5,8.4,100,Free,0.0,Everyone,Education,2018-07-03,2.0,4.1 and up,0.0,,,
DS Thermometer,WEATHER,3.7,631,3.0,100000,Free,0.0,Everyone,Weather,2015-05-30,2.20,2.3 and up,0.0,,,
PhotoFrame for Synology DS,PHOTOGRAPHY,4.0,1,2.6,10,Paid,4.99,Everyone,Photography,2017-02-02,1.5,4.0 and up,0.0,,,
Deep Sleep Battery Saver,TOOLS,4.1,22032,3.7,1000000,Free,0.0,Everyone,Tools,2017-08-17,5.1,4.1 and up,0.0,,,
Draft Simulator for FUT 18,SPORTS,4.6,162933,100.0,5000000,Free,0.0,Everyone,Sports,2018-05-11,25.7,4.1 and up,0.0,,,
DS Flashlight,TOOLS,4.0,127,5.8,10000,Free,0.0,Everyone,Tools,2015-05-30,1.31,2.2 and up,0.0,,,
dt Pro,FINANCE,4.8,4,4.5,1000,Free,0.0,Everyone,Finance,2017-05-16,3.10,2.2 and up,0.0,,,
DT Manager,PRODUCTIVITY,4.0,9,3.1,500,Free,0.0,Everyone,Productivity,2015-05-21,1.7,2.3 and up,0.0,,,
Real Sheet ∞: Pathfinder + DT,FAMILY,3.5,2,22.0,50,Paid,2.99,Everyone,Role Playing,2017-03-20,1.1,4.2 and up,0.0,,,
DT Fieldlink,BUSINESS,3.0,2,49.0,500,Free,0.0,Everyone,Business,2017-09-19,2.1.1,4.1 and up,0.0,,,
DT Driving Test Theory,FAMILY,4.6,477,1.6,10000,Free,0.0,Everyone,Education,2018-02-22,1.1,4.0.3 and up,0.0,,,
DT Smart,TOOLS,1.6,39,8.9,1000,Free,0.0,Everyone,Tools,2017-12-07,1.1.4,4.1 and up,0.0,,,
Truck Simulator DT 3D,FAMILY,3.8,110,22.0,5000,Free,0.0,Everyone,Simulation,2017-04-23,1.0.6,2.3 and up,0.0,,,
DT Baby Cam,TOOLS,1.7,10,23.0,500,Free,0.0,Everyone,Tools,2017-12-05,3.0,2.2 and up,0.0,,,
Bloons TD 5,FAMILY,4.6,190086,94.0,1000000,Paid,2.99,Everyone,Strategy,2018-07-13,3.16,2.3.3 and up,0.0,4.82,96222.0,2.99
WPBS-DT,FAMILY,5.0,3,6.3,500,Free,0.0,Everyone,Entertainment,2015-04-03,4.1.1,2.3.3 and up,0.0,,,
ReadyOp DT,COMMUNICATION,4.6,8,1.1,1000,Free,0.0,Everyone,Communication,2018-07-06,1.0.56,2.3.3 and up,0.0,,,
Soccer Manager 2018,SPORTS,4.4,63779,95.0,1000000,Free,0.0,Everyone,Sports,2018-07-16,1.5.6,5.0 and up,0.0,,,
Online Soccer Manager (OSM),SPORTS,4.5,1312936,21.0,10000000,Free,0.0,Everyone,Sports,2018-07-31,3.4.06,4.4 and up,0.0,,,
DT-VR,FAMILY,3.8,25,9.5,1000,Free,0.0,Everyone,Entertainment,2016-08-09,1.2,2.2 and up,0.0,,,
Dt Tracking,AUTO_AND_VEHICLES,4.0,4,24.0,100,Free,0.0,Everyone,Auto & Vehicles,2016-10-28,0.20,4.0 and up,0.0,,,
DT Simple Interval Timer,SPORTS,4.1,10,1.5,1000,Free,0.0,Everyone,Sports,2014-02-17,1.01,2.1 and up,0.0,,,
DT CLOTHINGS,SHOPPING,5.0,1,7.9,10,Free,0.0,Everyone,Shopping,2018-07-25,1.0.1,4.1 and up,0.0,,,
Dt. Jyothi Srinivas,HEALTH_AND_FITNESS,5.0,18,13.0,100,Free,0.0,Everyone,Health & Fitness,2018-02-06,1.0.6,4.1 and up,0.0,,,
DT future1 cam,TOOLS,1.0,1,24.0,50,Free,0.0,Everyone,Tools,2018-03-27,3.1,2.2 and up,0.0,,,
Wheelie Challenge,GAME,4.6,137338,51.0,5000000,Free,0.0,Everyone,Racing,2018-07-13,1.44,4.1 and up,0.0,,,
DT NO.I,HEALTH_AND_FITNESS,2.4,44,49.0,1000,Free,0.0,Everyone,Health & Fitness,2018-08-01,V1.0.1,4.3 and up,0.0,,,
DTPay,SHOPPING,4.5,18,994.0,1000,Free,0.0,Everyone,Shopping,2018-07-11,0.8.2,4.0 and up,0.0,,,
Top Soccer Manager,SPORTS,4.4,199739,66.0,10000000,Free,0.0,Everyone,Sports,2018-08-06,1.18.8,4.0.3 and up,0.0,,,
The Secret Daily Teachings,LIFESTYLE,4.3,206,32.0,1000,Paid,4.99,Everyone,Lifestyle,2018-02-11,14.0,4.0.3 and up,0.0,,,
Spring flowers theme couleurs d t space,ART_AND_DESIGN,5.0,1,2.9,100,Free,0.0,Everyone,Art & Design,2018-04-18,1.0.2,4.0 and up,0.0,,,
Soccer Board Tactics,SPORTS,4.1,6231,8.9,100000,Free,0.0,Everyone,Sports,2018-02-09,10.36,4.2 and up,0.0,,,
Dirt Trackin Sprint Cars,GAME,3.8,499,47.0,10000,Paid,3.99,Everyone,Racing,2018-05-10,1.0.13,5.0 and up,0.0,,,
senior easy phone,PERSONALIZATION,3.9,168,2.1,50000,Free,0.0,Teen,Personalization,2015-03-27,1.0,2.3 and up,0.0,,,
dt.se,NEWS_AND_MAGAZINES,3.1,124,12.0,10000,Free,0.0,Everyone,News & Magazines,2018-06-29,4.9.0,4.1 and up,0.0,,,
WhatsVPN - Unlimited Free VPN,TOOLS,4.7,24985,7.8,500000,Free,0.0,Everyone,Tools,2018-07-27,2.2.927,4.1 and up,0.0,,,
Cache Cleaner-DU Speed Booster (booster & cleaner),TOOLS,4.5,12759815,15.0,100000000,Free,0.0,Everyone,Tools,2018-07-25,3.1.2,4.0 and up,0.2785210969585969,,,
du app,LIFESTYLE,3.5,7578,25.0,1000000,Free,0.0,Everyone,Lifestyle,2018-07-24,3.98,4.2 and up,0.0,,,
DU Battery Saver - Battery Charger & Battery Life,TOOLS,4.5,13479633,14.0,100000000,Free,0.0,Everyone,Tools,2018-06-05,4.8.7.8,4.0 and up,0.0,,,
DU Antivirus Security - Applock & Privacy Guard,TOOLS,4.6,436615,10.0,10000000,Free,0.0,Everyone,Tools,2018-06-05,3.3.1,4.0.3 and up,0.0,,,
DU Cleaner – Memory cleaner & clean phone cache,TOOLS,4.5,465831,8.9,10000000,Free,0.0,Everyone,Tools,2018-07-23,1.5.9.9,4.0 and up,0.0,,,
DU Launcher - Boost Your Phone,PERSONALIZATION,4.5,67707,4.8,1000000,Free,0.0,Everyone,Personalization,2016-02-07,1.8.0.4,4.0 and up,0.0,,,
DU Security,TOOLS,4.4,4847,3.2,100000,Free,0.0,Everyone,Tools,2016-06-29,3.0.0.2071,4.0 and up,0.0,,,
DU Browser—Browse fast & fun,COMMUNICATION,4.3,1133539,4.7,10000000,Free,0.0,Everyone,Communication,2016-04-01,6.4.0.4,4.0 and up,0.1772660982370803,,,
DU Browser Mini(Small&Fast),TOOLS,4.2,20941,2.0,1000000,Free,0.0,Everyone,Tools,2016-12-23,1.12.23,4.0 and up,0.0,,,
Caller ID & Call Block - DU Caller,COMMUNICATION,4.6,93930,14.0,5000000,Free,0.0,Everyone,Communication,2018-08-01,4.0.8,4.2 and up,0.0,,,
Lock Screen - DU Locker & Lock screen wallpaper,TOOLS,4.5,5174,4.7,100000,Free,0.0,Everyone,Tools,2018-04-26,2.0.0,4.0 and up,0.0,,,
du View,FAMILY,3.8,935,22.0,50000,Free,0.0,Teen,Entertainment,2018-03-26,6.4.1,4.3 and up,0.0,,,
DU Emoji Keyboard（Simeji）,TOOLS,4.3,19234,14.0,500000,Free,0.0,Everyone,Tools,2017-02-23,3.1.3,4.0.3 and up,0.0,,,
"DU GIF Maker: GIF Maker, Video to GIF & GIF Editor",PHOTOGRAPHY,4.6,7605,4.3,500000,Free,0.0,Everyone,Photography,2018-04-10,1.2.2.2,4.3 and up,0.0,,,
Upgrade for Android DU Master,TOOLS,3.6,12993,5.2,1000000,Free,0.0,Everyone,Tools,2017-01-09,1.3.0,2.3.3 and up,0.0,,,
Modern: DU Launcher Theme,PERSONALIZATION,4.2,868,309.0,50000,Free,0.0,Everyone,Personalization,2015-10-15,1.1,4.0 and up,0.0,,,
Weather Forecast Pro,WEATHER,4.7,14051,8.7,100000,Paid,3.99,Everyone,Weather,2018-08-04,8.5,4.0 and up,0.0,,,
Night: DU Launcher Theme,PERSONALIZATION,4.3,1419,485.0,50000,Free,0.0,Everyone,Personalization,2015-10-15,1.1,4.0 and up,0.0,,,
DU Collage Maker - Photo Collage & Grid & Layout,PHOTOGRAPHY,4.7,4595,2.5,100000,Free,0.0,Everyone,Photography,2017-09-04,1.4.0,4.0 and up,0.0,,,
Du Chinese – Mandarin Lessons,FAMILY,4.8,3390,9.2,100000,Free,0.0,Everyone,Education,2017-10-03,1.5.0,4.1 and up,0.0,,,
Portes du Soleil,SPORTS,3.1,500,39.0,50000,Free,0.0,Everyone,Sports,2018-02-16,10.012,4.1 and up,0.0,,,
Sword of Chaos - Lame du Chaos,GAME,4.5,23599,96.0,100000,Free,0.0,Teen,Action,2018-06-01,11.0.2,4.0 and up,0.0,,,
Bible du Semeur-BDS (French),BOOKS_AND_REFERENCE,4.5,313,6.9,50000,Free,0.0,Everyone,Books & Reference,2018-08-04,0.7,1.0 and up,0.0,,,
La citadelle du musulman,BOOKS_AND_REFERENCE,4.5,314,9.8,50000,Free,0.0,Everyone,Books & Reference,2016-03-17,2.10,2.3.3 and up,0.0,,,
Clean My Android,PRODUCTIVITY,4.7,101163,6.2,5000000,Free,0.0,Everyone,Productivity,2018-07-31,1.4.5.2,4.1 and up,0.0,,,
Citation du Jour - Motivation,FAMILY,4.1,321,914.0,100000,Free,0.0,Everyone,Education,2015-02-14,1.0,2.2 and up,0.0,,,
La Poupée du Voyant,FAMILY,4.4,265,8.2,50000,Free,0.0,Everyone,Entertainment,2017-01-06,1.0.0,4.1 and up,0.0,,,
APUS Booster - Space Cleaner & Booster,PRODUCTIVITY,4.6,1048766,13.0,10000000,Free,0.0,Everyone,Productivity,2018-08-03,2.6.28,4.0.3 and up,0.0,,,
Officiel du SCRABBLE LAROUSSE,BOOKS_AND_REFERENCE,3.4,116,48.0,5000,Paid,4.6,Everyone,Books & Reference,2016-10-13,1.4,2.3 and up,0.0,,,
iSmart DV,VIDEO_PLAYERS,3.6,5692,31.0,1000000,Free,0.0,Everyone,Video Players & Editors,2018-07-27,R1.4.14.B1.4,4.1 and up,0.0,,,
dv Prompter,VIDEO_PLAYERS,3.7,321,1.3,50000,Free,0.0,Everyone,Video Players & Editors,2017-03-14,1.2.9,4.2 and up,0.0,,,
Sports DV,LIFESTYLE,2.1,86,29.0,10000,Free,0.0,Everyone,Lifestyle,2018-07-17,3.0.3,4.3 and up,0.0,,,
Live DV,PHOTOGRAPHY,2.0,16,17.0,1000,Free,0.0,Everyone,Photography,2018-05-09,1.0.6,4.4 and up,0.0,,,
Mini DV,AUTO_AND_VEHICLES,3.5,12,19.0,5000,Free,0.0,Everyone,Auto & Vehicles,2018-05-29,1.27,4.0 and up,0.0,,,
DV-2019 Results,FAMILY,4.3,158,2.6,10000,Free,0.0,Everyone,Entertainment,2018-06-14,17.0,4.0 and up,0.0,,,
AKASO DV,TOOLS,2.4,99,71.0,10000,Free,0.0,Everyone,Tools,2018-07-26,V1.0.9,4.0 and up,0.0,,,
DV-LOTTERY 2019 REGISTRATION,FAMILY,4.5,97,2.6,10000,Free,0.0,Everyone,Entertainment,2018-01-20,3.0,4.0 and up,0.0,,,
Selfie DV,TOOLS,2.8,29,14.0,1000,Free,0.0,Everyone,Tools,2017-04-24,2.3.26,4.0.3 and up,0.0,,,
DV 2019 Entry Guide,BOOKS_AND_REFERENCE,4.5,92,5.1,10000,Free,0.0,Everyone,Books & Reference,2017-10-18,2.0.0,4.1 and up,0.0,,,
Porch DV,HOUSE_AND_HOME,2.8,5,13.0,1000,Free,0.0,Everyone,House & Home,2018-06-02,1.0,4.1 and up,0.0,,,
DV 2019 - EDV Photo & Form,BOOKS_AND_REFERENCE,3.9,314,2.6,50000,Free,0.0,Everyone,Books & Reference,2016-10-24,6.0.0,4.0.3 and up,0.0,,,
SDV Cam,TOOLS,3.2,67,65.0,10000,Free,0.0,Everyone,Tools,2017-06-02,1.0.8,4.0.3 and up,0.0,,,
XDV,PHOTOGRAPHY,3.1,6827,8.7,1000000,Free,0.0,Everyone,Photography,2018-04-20,1.9.5,2.3 and up,0.0,,,
WiFi Action Camera,SPORTS,2.4,551,903.0,100000,Free,0.0,Everyone,Sports,2014-03-13,1.4,4.0 and up,0.0,,,
DV Car Service,MAPS_AND_NAVIGATION,4.6,10,25.0,100,Free,0.0,Everyone,Maps & Navigation,2017-08-09,1.002,4.0.3 and up,0.0,,,
DV Lottery Photo,VIDEO_PLAYERS,2.9,23,4.0,5000,Free,0.0,Everyone,Video Players & Editors,2016-12-16,1.1,3.0 and up,0.0,,,
DV Lottery Photo Tool,PHOTOGRAPHY,4.0,223,1.7,50000,Free,0.0,Everyone,Photography,2017-10-28,1.06,4.2 and up,0.0,,,
iCam - Webcam Video Streaming,TOOLS,3.7,770,2.4,10000,Paid,4.99,Everyone,Tools,2016-10-07,1.6.7,2.3 and up,0.0,,,
DV KING 4K,PHOTOGRAPHY,2.3,3,8.5,100,Free,0.0,Everyone,Photography,2018-07-17,1.0.10,4.0 and up,0.0,,,
Wifi Action Camera,PHOTOGRAPHY,2.9,118,26.0,50000,Free,0.0,Everyone,Photography,2018-07-24,1.3.5,4.0 and up,0.0,,,
US DV Lottery 2020 Apply,TRAVEL_AND_LOCAL,4.6,41,2.0,10000,Free,0.0,Everyone,Travel & Local,2018-01-14,1.02,4.0 and up,0.0,,,
DV-2019 PHOTO TOOL,FAMILY,4.3,21,2.5,1000,Free,0.0,Everyone,Entertainment,2018-01-20,5.0,4.0 and up,0.0,,,
DV ASSIST,FAMILY,5.0,1,18.0,100,Free,0.0,Everyone,Education,2018-08-02,1.0,4.4 and up,0.0,,,
4K Ultra Camera,PHOTOGRAPHY,4.2,382,2.9,100000,Free,0.0,Everyone,Photography,2018-07-30,39.272.12,2.2 and up,0.0,,,
DV Lottery Simulator,FAMILY,4.6,13,1.3,1000,Free,0.0,Everyone,Entertainment,2016-10-20,1.1,4.1 and up,0.0,,,
U.S.A DV Lottery Process,FAMILY,4.5,8,1.7,1000,Free,0.0,Everyone,Education,2017-03-12,1.0,4.1 and up,0.0,,,
DV Statistics,SOCIAL,4.2,6,2.7,100,Free,0.0,Everyone,Social,2015-10-08,1.2,4.0.3 and up,0.0,,,
DV 2018 Winners Guide,BOOKS_AND_REFERENCE,4.8,11,608.0,1000,Free,0.0,Everyone,Books & Reference,2017-07-23,1.09,4.2 and up,0.0,,,
MelifeCam-M,VIDEO_PLAYERS,3.5,81,22.0,10000,Free,0.0,Everyone,Video Players & Editors,2016-07-21,R1.3.21.3,4.1 and up,0.0,,,
DV-2019 UK/British,FAMILY,4.6,166,4.2,5000,Free,0.0,Everyone,Entertainment,2018-03-11,3.0,4.0 and up,0.0,,,
GoPlus Cam,VIDEO_PLAYERS,3.5,3484,41.0,500000,Free,0.0,Everyone,Video Players & Editors,2017-12-18,3.0.1,4.0.3 and up,0.0,,,
GoAction,VIDEO_PLAYERS,3.6,1522,65.0,100000,Free,0.0,Everyone,Video Players & Editors,2018-07-17,V1.5.3,4.4 and up,0.0,,,
DV Youth,LIFESTYLE,5.0,5,15.0,100,Free,0.0,Everyone,Lifestyle,2016-04-25,1.2,4.0.3 and up,0.0,,,
DV KING,PHOTOGRAPHY,3.0,2,9.3,100,Free,0.0,Everyone,Photography,2017-09-19,1.0.0,2.2 and up,0.0,,,
